"Word","Length","Freq_KF","Freq_HAL","BG_Freq_By_Pos"
"longship","8","NULL","8","2039"
"longshot","8","1","450","2066"
"longways","8","NULL","11","1913"
"loonybin","8","NULL","9","1865"
"loophole","8","2","611","1514"
"loosened","8","4","607","2982"
"lordless","8","NULL","3","2939"
"lordship","8","3","109","1553"
"lounging","8","4","206","3042"
"lovebird","8","NULL","70","1069"
"loveless","8","5","255","2750"
"lovelies","8","1","34","2372"
"lovelorn","8","1","63","1487"
"lovesick","8","NULL","55","1819"
"lovingly","8","1","792","1666"
"lowering","8","5","2578","4074"
"lowlands","8","1","162","1334"
"lowliest","8","1","82","2138"
"loyalist","8","2","356","1680"
"lucidity","8","1","645","1192"
"luckless","8","NULL","39","2328"
"lukewarm","8","5","428","655"
"lumbered","8","1","57","3126"
"luminary","8","NULL","51","1619"
"luminous","8","12","480","1452"
"luncheon","8","23","623","1734"
"lemonade","8","3","403","1400"
"lengthen","8","2","363","1906"
"lenience","8","NULL","3","2122"
"leopards","8","1","158","1075"
"lesbians","8","1","2758","1437"
"lessened","8","9","525","3119"
"Lester's","8","1","39","3774"
"lethargy","8","4","237","1333"
"lettered","8","1","183","4037"
"leukemia","8","3","1310","1127"
"leveling","8","16","285","3384"
"levelled","8","2","301","2577"
"leverage","8","1","2097","2793"
"levitate","8","NULL","178","2384"
"liaisons","8","1","183","1438"
"libation","8","NULL","45","2048"
"libelous","8","1","537","1242"
"liberals","8","26","8365","2693"
"liberate","8","4","673","3431"
"libretto","8","2","202","1570"
"licensed","8","6","5137","2534"
"licensee","8","1","543","1824"
"licenses","8","6","4295","2342"
"lifebelt","8","NULL","1","905"
"lifeboat","8","4","182","1555"
"lifebuoy","8","NULL","1","702"
"lifeless","8","2","612","2550"
"lifelike","8","3","181","1443"
"lifeline","8","NULL","261","2592"
"lifelong","8","1","998","2105"
"lifetime","8","10","8373","1597"
"ligament","8","1","209","1750"
"ligature","8","NULL","291","1486"
"lightens","8","1","52","1946"
"lighters","8","1","351","2549"
"lightest","8","2","348","2393"
"lighting","8","23","6075","3164"
"likeness","8","3","593","2151"
"likewise","8","18","7173","1023"
"Lilliput","8","NULL","62","1818"
"limekiln","8","NULL","2","954"
"limerick","8","1","328","2869"
"limiting","8","11","4178","3359"
"lineages","8","1","236","2306"
"linearly","8","4","584","1909"
"lineback","8","2","30","1592"
"linesman","8","NULL","74","2275"
"lingered","8","2","246","3971"
"lingerie","8","2","1300","3321"
"linguist","8","13","573","1901"
"liniment","8","1","15","2085"
"linoleum","8","1","217","2007"
"lionized","8","2","26","1657"
"lipstick","8","3","1035","1774"
"listened","8","30","5913","4291"
"listener","8","10","2329","4031"
"listings","8","1","11027","4453"
"listless","8","1","112","3689"
"literacy","8","NULL","2135","3179"
"literary","8","78","5062","3310"
"literate","8","3","2071","4100"
"lacerate","8","1","8","3753"
"lacrosse","8","NULL","312","1728"
"ladybird","8","NULL","79","712"
"ladylike","8","1","44","1024"
"ladyship","8","NULL","127","775"
"lambskin","8","NULL","31","1628"
"laminate","8","3","253","2620"
"lamppost","8","NULL","57","1443"
"landfall","8","NULL","87","2012"
"landings","8","2","1055","3633"
"landlady","8","NULL","127","1965"
"landless","8","NULL","151","3260"
"landlord","8","12","1115","2041"
"landmark","8","3","1392","1967"
"landmine","8","NULL","78","2848"
"langsyne","8","NULL","0","1653"
"language","8","109","97874","1660"
"languish","8","NULL","103","1865"
"lanterns","8","2","196","3589"
"Laotians","8","1","40","1800"
"lapidary","8","1","81","1143"
"largesse","8","1","127","2850"
"larkspur","8","3","244","1683"
"lashings","8","1","35","2899"
"latchkey","8","NULL","41","1386"
"lathered","8","3","100","3839"
"Latinize","8","NULL","0","2227"
"latitude","8","5","2865","1814"
"laudably","8","1","2","986"
"laudanum","8","3","27","1054"
"laughing","8","27","8217","2579"
"laughter","8","22","5098","1744"
"launched","8","21","6071","2157"
"launcher","8","1","5786","1897"
"launches","8","3","1734","1965"
"laureate","8","2","2959","2468"
"Laurence","8","3","2401","2137"
"lavatory","8","4","136","1283"
"lavender","8","5","594","2320"
"lavished","8","1","71","2141"
"lavishly","8","4","184","1340"
"Lawrence","8","39","11571","1851"
"lawsuits","8","1","2289","1090"
"lawyer's","8","2","411","1998"
"laxative","8","1","267","1466"
"layering","8","2","306","3965"
"layman's","8","1","325","1275"
"laymen's","8","1","36","1536"
"leader's","8","6","319","3207"
"leadings","8","1","66","3385"
"leafiest","8","1","0","2365"
"leaflets","8","3","720","2148"
"league's","8","4","393","1538"
"leapfrog","8","2","219","1402"
"learners","8","1","520","2918"
"learning","8","60","34857","3514"
"leathers","8","2","382","3091"
"leathery","8","1","105","2998"
"leavened","8","2","46","3134"
"leavings","8","1","17","3140"
"Lebanese","8","2","2018","1917"
"lectured","8","2","380","2337"
"lecturer","8","6","1639","2077"
"lectures","8","15","3392","2145"
"leftward","8","NULL","71","949"
"legacies","8","1","159","1708"
"legalism","8","NULL","90","1689"
"legality","8","1","1634","1809"
"legalize","8","NULL","1040","1522"
"leggings","8","1","242","2631"
"joyfully","8","1","175","664"
"joyously","8","1","51","644"
"joystick","8","NULL","6938","1519"
"jubilant","8","2","59","1606"
"judgment","8","60","6301","1211"
"judicial","8","16","4488","1567"
"juggling","8","2","1491","2627"
"juiciest","8","1","28","1751"
"junction","8","7","2358","2070"
"juncture","8","4","466","1273"
"junior's","8","2","117","1438"
"justices","8","3","847","2896"
"justness","8","1","12","2355"
"juvenile","8","18","2033","1691"
"kaiser's","8","3","37","2513"
"kamikaze","8","1","305","604"
"kangaroo","8","NULL","818","1711"
"Kathleen","8","1","2496","2139"
"keelhaul","8","NULL","3","684"
"keepsake","8","NULL","152","619"
"Kentucky","8","14","5026","1315"
"kerchief","8","1","50","1517"
"kerosene","8","6","580","1910"
"keyboard","8","4","35312","523"
"keynotes","8","2","13","1303"
"keypunch","8","NULL","52","475"
"keystone","8","1","920","1201"
"kickback","8","NULL","171","1078"
"killable","8","1","33","1731"
"kilogram","8","NULL","291","1108"
"kilowatt","8","1","131","1385"
"kindness","8","5","2295","2315"
"kingdoms","8","1","1165","1172"
"kinsfolk","8","NULL","17","1148"
"kitchens","8","5","388","1643"
"knapsack","8","NULL","186","819"
"kneeling","8","5","1003","3039"
"knickers","8","NULL","457","1949"
"knightly","8","1","36","744"
"knitting","8","1","1088","2929"
"knitwear","8","NULL","64","868"
"knocking","8","5","2445","2431"
"knockout","8","NULL","405","813"
"knothole","8","NULL","57","1298"
"knuckled","8","1","60","1790"
"knuckles","8","8","842","1598"
"Krakatoa","8","1","48","1490"
"labeling","8","4","1343","3122"
"labelled","8","2","2544","2315"
"laborers","8","6","506","2422"
"Labrador","8","1","1214","1296"
"irritant","8","1","321","1810"
"irritate","8","NULL","642","2297"
"irrigate","8","1","70","1929"
"islander","8","NULL","327","1599"
"island's","8","9","323","1042"
"isolated","8","35","7057","2076"
"isotonic","8","4","36","1604"
"Israel's","8","1","859","876"
"issuance","8","7","733","1054"
"Istanbul","8","5","1811","860"
"Italians","8","7","1021","1543"
"itemized","8","3","321","1344"
"jacketed","8","3","143","2691"
"Jackie's","8","1","224","1409"
"Jacksons","8","2","102","1412"
"jaggedly","8","1","1","1545"
"jailbird","8","NULL","13","891"
"Jamaican","8","1","900","1537"
"jamboree","8","NULL","336","1431"
"jangling","8","2","28","3435"
"janitors","8","3","185","1885"
"Japanese","8","53","44955","1955"
"jaundice","8","NULL","268","1452"
"jealousy","8","4","1497","1674"
"Jennie's","8","1","8","1525"
"Jennifer","8","1","9264","1738"
"jeopardy","8","4","1024","876"
"Jeremiah","8","3","1450","1775"
"jersey's","8","2","169","1667"
"jewelled","8","1","272","1999"
"jiggling","8","1","181","2739"
"jingling","8","1","45","3223"
"jocosity","8","NULL","0","1389"
"jollying","8","1","4","3029"
"Jonathan","8","5","14792","2249"
"Joseph's","8","2","495","1034"
"journals","8","5","5686","1394"
"journeys","8","2","589","1224"
"interest","8","330","90246","5023"
"interior","8","74","7186","4720"
"intermix","8","NULL","147","3997"
"internal","8","62","38828","4368"
"interned","8","1","176","4931"
"Interpol","8","NULL","627","3926"
"interred","8","1","82","4950"
"intimacy","8","3","1395","2566"
"intimate","8","21","3281","3487"
"interval","8","18","3861","4124"
"intruder","8","1","1455","2957"
"intrepid","8","1","893","2731"
"intrigue","8","4","747","2627"
"intruded","8","1","119","3217"
"intrudes","8","1","60","3025"
"inundate","8","NULL","88","2998"
"invaders","8","5","2154","2928"
"invading","8","3","1303","3507"
"invalids","8","1","35","2349"
"invasion","8","16","7087","2491"
"invasive","8","NULL","542","2025"
"invented","8","13","7464","3794"
"inventor","8","7","3720","3001"
"inverted","8","3","1755","4504"
"invested","8","11","3550","3921"
"investor","8","2","3333","3128"
"involves","8","41","11845","2426"
"invitees","8","1","122","3168"
"inviting","8","8","1794","4219"
"invoices","8","1","653","2611"
"invoking","8","4","1127","3273"
"involved","8","147","59463","2618"
"inwardly","8","3","273","1888"
"ionizing","8","6","188","3104"
"Irishman","8","1","256","1583"
"Irishmen","8","1","94","1666"
"ironclad","8","NULL","138","1573"
"ironical","8","2","67","2171"
"ironside","8","1","154","1809"
"ironware","8","NULL","1","1656"
"ironwork","8","NULL","13","1387"
"Iroquois","8","1","240","1236"
"inhaling","8","1","439","3869"
"iniquity","8","NULL","271","1988"
"inherent","8","26","5038","3798"
"inherits","8","1","457","3706"
"inhibits","8","2","417","2013"
"inhumane","8","4","499","2177"
"initials","8","3","1551","2767"
"initiate","8","5","3109","3505"
"injected","8","2","1395","2932"
"injuries","8","11","5043","2745"
"injuring","8","1","487","3695"
"inkstand","8","NULL","2","2368"
"innocent","8","37","12203","2446"
"innovate","8","1","239","2703"
"innuendo","8","1","682","2234"
"inquired","8","16","993","2665"
"inquirer","8","13","643","2405"
"insanely","8","1","564","2609"
"insanity","8","3","2831","2713"
"inscribe","8","NULL","430","2319"
"insecure","8","3","3775","2431"
"inserted","8","16","5104","4584"
"insiders","8","2","948","3237"
"insights","8","16","3240","2144"
"insignia","8","NULL","1148","2387"
"insisted","8","43","3774","3835"
"insolent","8","2","118","3272"
"insomnia","8","3","677","2247"
"inspired","8","25","5866","3078"
"inspires","8","1","472","2886"
"instance","8","82","26887","3275"
"instancy","8","1","1","3125"
"instinct","8","14","3300","4331"
"instruct","8","3","1199","2832"
"insulate","8","2","343","3184"
"insulted","8","2","1932","3080"
"insuring","8","6","519","4042"
"integers","8","1","2434","3746"
"integral","8","13","4192","3146"
"intended","8","45","32601","4142"
"intently","8","4","637","3409"
"interact","8","2","4991","4477"
"intercom","8","NULL","868","3925"
"incubate","8","NULL","93","2900"
"indicted","8","2","1339","3643"
"incurred","8","9","1340","3108"
"indebted","8","10","458","3312"
"indecent","8","5","5749","3085"
"indexing","8","3","1666","3768"
"Indian's","8","5","76","2678"
"indicate","8","80","22492","3489"
"indigent","8","1","213","2946"
"indirect","8","21","2835","2598"
"inducing","8","4","625","3718"
"indocile","8","NULL","0","2403"
"indulged","8","5","271","2858"
"indolent","8","4","65","3322"
"inducted","8","3","234","3187"
"infant's","8","1","161","2365"
"industry","8","171","56926","2578"
"inedible","8","NULL","122","2189"
"inequity","8","NULL","256","1992"
"inertial","8","3","827","3150"
"infantry","8","16","3829","2356"
"inexpert","8","1","23","2603"
"infected","8","4","5077","3201"
"infamous","8","4","3963","1893"
"inferior","8","7","5490","3925"
"infernal","8","NULL","3102","3573"
"inferred","8","3","772","4155"
"infested","8","1","587","3757"
"infidels","8","1","280","2082"
"infinite","8","19","11736","3237"
"infinity","8","NULL","4888","2807"
"inflamed","8","1","380","2807"
"inflated","8","3","1528","3327"
"influent","8","2","40","2361"
"informal","8","18","4028","2519"
"informed","8","57","15141","3029"
"informer","8","NULL","866","2769"
"infrared","8","12","1867","3280"
"infringe","8","NULL","1137","3839"
"infusion","8","1","708","2491"
"ingested","8","4","402","3651"
"imparted","8","4","344","2379"
"immunity","8","7","2028","1177"
"immunize","8","NULL","111","890"
"impacted","8","2","741","2210"
"impaired","8","7","1981","2033"
"impaling","8","1","157","3177"
"Humphrey","8","6","1425","1253"
"impelled","8","6","109","2638"
"imperial","8","13","7157","3221"
"implicit","8","13","2421","1964"
"implored","8","2","97","2508"
"implying","8","7","3543","2579"
"impolite","8","NULL","535","2241"
"humpback","8","NULL","114","1095"
"imported","8","8","4214","2563"
"importer","8","NULL","673","2303"
"imposing","8","7","1985","2775"
"impostor","8","NULL","139","1718"
"impotent","8","2","556","2112"
"imprison","8","NULL","1152","1932"
"improper","8","2","2039","1797"
"improved","8","55","15213","2177"
"improves","8","11","2568","1985"
"impudent","8","3","52","1595"
"impulses","8","12","892","1693"
"impunity","8","3","671","1416"
"impurity","8","NULL","207","1729"
"inaction","8","6","452","3119"
"inactive","8","7","1391","2653"
"inasmuch","8","1","539","1847"
"incensed","8","3","288","3501"
"incident","8","49","14028","2780"
"incision","8","NULL","251","2959"
"incisive","8","4","222","2493"
"inciting","8","1","404","4355"
"inclined","8","21","5137","4316"
"included","8","97","69433","2819"
"includes","8","45","72896","2627"
"incoming","8","5","11069","3881"
"increase","8","195","43670","2654"
"humorous","8","16","2866","1399"
"hundreds","8","44","21427","2188"
"hungrier","8","1","51","2070"
"hunter's","8","1","256","3150"
"huntress","8","NULL","191","2418"
"huntsman","8","NULL","173","1610"
"hurrying","8","4","151","2743"
"hurtling","8","5","145","3278"
"husbands","8","14","2093","1142"
"hustling","8","1","115","3543"
"Huxley's","8","2","60","969"
"hyacinth","8","NULL","179","2036"
"hydrated","8","1","124","2103"
"hydrogen","8","39","3236","1216"
"hygienic","8","NULL","169","1500"
"hypnosis","8","1","1964","926"
"hypnotic","8","1","3790","1296"
"hysteria","8","7","1384","3432"
"icefield","8","NULL","19","675"
"icehouse","8","NULL","47","721"
"hysteric","8","NULL","38","3544"
"idealism","8","3","668","1565"
"idealist","8","4","606","1793"
"idealize","8","NULL","113","1398"
"identify","8","26","15924","1217"
"identity","8","55","12593","1619"
"ideology","8","13","4308","511"
"idiocies","8","1","86","1243"
"idleness","8","3","103","2092"
"idolater","8","NULL","16","1851"
"idolatry","8","1","314","1115"
"idolized","8","1","68","1563"
"ignition","8","5","2158","1819"
"ignominy","8","NULL","39","1531"
"ignorant","8","12","10868","1713"
"ignoring","8","4","7209","2853"
"illusory","8","NULL","438","808"
"Illinois","8","40","16333","1438"
"illusion","8","37","5005","1299"
"illusive","8","2","55","833"
"immersed","8","4","611","3160"
"imagined","8","27","3239","2831"
"imagines","8","3","271","2639"
"imbecile","8","1","334","1331"
"imbedded","8","4","530","1815"
"imitated","8","4","201","2478"
"imitates","8","2","178","2286"
"immanent","8","3","99","1835"
"immature","8","7","2842","1243"
"imminent","8","3","1556","2136"
"immobile","8","NULL","338","1054"
"immodest","8","1","50","1779"
"immortal","8","7","4124","1698"
"holdings","8","4","1445","3077"
"holdover","8","NULL","192","1780"
"holidays","8","12","4022","1497"
"holiness","8","2","1172","2950"
"hollered","8","2","102","4371"
"Holstein","8","1","113","2722"
"homeland","8","5","1570","2222"
"homeless","8","NULL","3065","3151"
"homemade","8","4","1360","1741"
"homesick","8","3","230","2220"
"homespun","8","NULL","90","1762"
"hometown","8","NULL","1408","1544"
"homeward","8","1","214","1653"
"homework","8","NULL","3469","1528"
"homicide","8","6","3039","1940"
"honeydew","8","NULL","82","2071"
"Honduras","8","NULL","769","2570"
"honestly","8","12","8442","2941"
"honeybee","8","2","49","1958"
"Honolulu","8","6","2496","2002"
"honorary","8","NULL","931","2823"
"honoring","8","8","704","4266"
"hoodlums","8","3","136","1152"
"hoodwink","8","NULL","36","1938"
"hooker's","8","1","47","2809"
"hookworm","8","1","57","1205"
"hooligan","8","NULL","163","1932"
"hopefuls","8","2","103","1163"
"hopeless","8","14","1974","2842"
"Horace's","8","1","7","1968"
"horizons","8","6","1418","1889"
"hormones","8","2","1903","2788"
"hornbill","8","NULL","16","1623"
"hornpipe","8","NULL","43","1465"
"horrible","8","15","8476","2211"
"horribly","8","2","1948","2100"
"horrific","8","NULL","857","2342"
"horsefly","8","NULL","8","1909"
"horseman","8","1","1643","2391"
"hosepipe","8","NULL","9","1237"
"hospital","8","110","19468","1742"
"hostages","8","3","650","2550"
"hothouse","8","1","114","1494"
"hotplate","8","NULL","17","2185"
"houseboy","8","NULL","60","1576"
"housedog","8","NULL","1","2246"
"housefly","8","NULL","15","1672"
"hovering","8","1","815","4393"
"Howard's","8","1","594","1192"
"huddling","8","3","55","2742"
"Hudson's","8","16","167","1162"
"humanely","8","1","111","1497"
"humanist","8","4","1013","1709"
"humanism","8","5","1337","1481"
"humanity","8","28","8110","1601"
"humanize","8","1","142","1314"
"humidify","8","NULL","22","983"
"humidity","8","8","1823","1385"
"humility","8","5","964","1777"
"humorist","8","NULL","155","2022"
"Hector's","8","1","21","1826"
"hedgehog","8","NULL","983","1099"
"hedgerow","8","NULL","30","2430"
"hedonism","8","1","296","1525"
"hedonist","8","NULL","131","1753"
"heedless","8","2","119","2504"
"heighten","8","1","252","1644"
"heirloom","8","NULL","372","971"
"heliport","8","NULL","23","1514"
"Hellenic","8","6","534","2965"
"hellfire","8","2","1706","1746"
"helmsman","8","1","151","1479"
"helpless","8","21","2657","2656"
"helpmate","8","1","24","2163"
"helpmeet","8","NULL","12","1181"
"hematite","8","NULL","444","2563"
"hemlocks","8","1","25","1038"
"heraldry","8","NULL","324","1791"
"henchman","8","1","182","2069"
"henchmen","8","2","329","2152"
"heralded","8","2","260","2735"
"Hercules","8","3","2665","2508"
"herdsman","8","NULL","16","1864"
"heredity","8","3","247","2432"
"Hereford","8","1","237","1943"
"heretics","8","1","715","2581"
"hereunto","8","7","77","2121"
"hereupon","8","NULL","3","2040"
"herewith","8","2","301","2063"
"heritage","8","21","7189","2156"
"Herman's","8","1","174","2057"
"hermetic","8","1","195","2748"
"hexagram","8","NULL","53","939"
"hesitant","8","3","1117","2298"
"hesitate","8","10","5803","2785"
"Hessians","8","3","24","1936"
"Hiawatha","8","2","207","849"
"hibiscus","8","NULL","126","1014"
"hideaway","8","1","207","1061"
"highball","8","4","33","1165"
"highborn","8","NULL","5","948"
"highbrow","8","NULL","102","846"
"highland","8","1","1851","1301"
"highness","8","1","258","1767"
"highroad","8","6","3","896"
"highways","8","16","1761","782"
"hijacked","8","2","246","1178"
"hilarity","8","1","140","1883"
"hillside","8","9","531","1644"
"hilltops","8","1","15","1365"
"Hinckley","8","1","305","1778"
"hindered","8","3","376","4046"
"hindmost","8","1","24","1597"
"Hinduism","8","2","1807","1646"
"Hispanic","8","NULL","1690","2222"
"historic","8","23","4106","3039"
"hitching","8","3","149","2711"
"hitherto","8","3","368","2439"
"Hitler's","8","7","1652","2530"
"hoarsely","8","4","67","1642"
"hogshead","8","NULL","97","1174"
"handclap","8","NULL","9","1895"
"handcuff","8","NULL","119","1655"
"handfuls","8","1","144","1813"
"handguns","8","2","2027","1795"
"handhold","8","1","33","1865"
"handicap","8","6","2279","2425"
"handiest","8","1","15","3018"
"handlers","8","2","1653","3585"
"handless","8","1","19","3362"
"handling","8","38","23735","3934"
"handloom","8","NULL","2","2000"
"handmade","8","2","562","2038"
"handmaid","8","NULL","16","1929"
"handpick","8","NULL","10","2061"
"handrail","8","NULL","61","2226"
"handsome","8","40","2536","2065"
"handyman","8","2","224","2181"
"handymen","8","1","23","2264"
"hangnail","8","NULL","54","1788"
"hangouts","8","1","73","1899"
"hangover","8","2","630","2277"
"hankered","8","1","2","4022"
"Hannibal","8","1","444","1886"
"Hanukkah","8","1","22","1203"
"happened","8","149","56714","2801"
"happiest","8","3","641","2098"
"harangue","8","NULL","137","2461"
"harassed","8","6","1108","3060"
"harbored","8","3","134","3117"
"harbor's","8","1","17","2229"
"hardened","8","12","1130","3642"
"hardness","8","2","1368","2740"
"hardship","8","9","955","1948"
"hardtack","8","3","24","2049"
"hardware","8","11","76178","2130"
"hardwood","8","NULL","855","1735"
"harelips","8","1","4","2815"
"Harlem's","8","1","10","2345"
"Harley's","8","1","118","2278"
"harmless","8","5","2854","3270"
"harmonic","8","2","1591","2722"
"Harper's","8","5","396","3434"
"harrowed","8","1","7","3013"
"Hartford","8","3","2701","2072"
"harvests","8","2","134","3061"
"hastened","8","9","103","3950"
"Hastings","8","1","1577","4112"
"hatchery","8","NULL","119","2778"
"hatching","8","6","239","3282"
"hatchway","8","2","32","1558"
"haunches","8","5","206","2067"
"haunting","8","8","2611","3500"
"Hawaiian","8","6","2844","1230"
"haystack","8","1","193","1457"
"headache","8","5","2655","1745"
"headband","8","NULL","154","1883"
"headgear","8","NULL","185","1890"
"headings","8","1","1342","3472"
"headlamp","8","NULL","72","1793"
"headland","8","1","248","2170"
"headless","8","3","1667","3099"
"headline","8","4","1983","3141"
"headlong","8","NULL","254","2654"
"headrest","8","NULL","35","2687"
"headroom","8","1","539","1687"
"headwind","8","NULL","77","2472"
"hearings","8","8","2834","3872"
"heartily","8","9","1114","2608"
"heatedly","8","1","65","2973"
"heatwave","8","NULL","151","1640"
"heavenly","8","9","2482","2277"
"heaven's","8","1","2076","2362"
"heaviest","8","2","525","2510"
"grizzled","8","1","204","2231"
"groaning","8","1","560","3568"
"grocer's","8","2","25","3204"
"grooming","8","1","1420","3362"
"grottoes","8","1","8","2335"
"grounded","8","6","1905","2659"
"grounder","8","1","26","2399"
"grouping","8","4","1128","3232"
"growling","8","1","457","3581"
"grownups","8","3","191","1448"
"gruesome","8","2","684","1499"
"grumbled","8","2","181","2087"
"grunting","8","2","401","3500"
"guaranty","8","1","411","1870"
"guardian","8","9","9734","1577"
"guarding","8","9","931","2734"
"guerilla","8","1","757","1540"
"guessing","8","8","3985","2579"
"guidance","8","40","5235","1176"
"Guinness","8","NULL","1222","1947"
"gullible","8","2","1067","1838"
"gumption","8","1","119","2057"
"gunflint","8","1","6","2370"
"gunmetal","8","NULL","21","1608"
"gunpoint","8","NULL","326","2032"
"gunsmith","8","NULL","324","1381"
"guttered","8","1","7","3932"
"guttural","8","3","121","1736"
"gymnasts","8","4","87","870"
"gyration","8","1","27","1978"
"haggling","8","3","371","2999"
"habitual","8","5","569","1413"
"hacienda","8","NULL","395","1860"
"hackwork","8","1","7","1423"
"haircuts","8","1","204","1186"
"hairless","8","1","1751","2560"
"hairline","8","NULL","300","2602"
"halfback","8","10","60","1303"
"halftime","8","1","345","1861"
"halftone","8","NULL","186","1690"
"halfways","8","1","5","1177"
"hallmark","8","3","1199","1990"
"hallowed","8","2","811","2728"
"hallways","8","1","346","1705"
"halogens","8","1","64","1862"
"Hamilton","8","17","7838","1695"
"hammered","8","3","831","3597"
"hampered","8","3","520","3847"
"handball","8","NULL","159","2189"
"handbill","8","NULL","13","2000"
"handbook","8","2","6519","1830"
"handcart","8","NULL","40","2007"
"godspeed","8","NULL","72","1536"
"Goethe's","8","1","53","1212"
"goldfish","8","1","1107","1233"
"goldmine","8","NULL","410","2088"
"goodness","8","16","3984","1875"
"goodwill","8","1","1003","1035"
"Gordon's","8","2","251","1829"
"gorgeous","8","7","3391","1519"
"gossamer","8","1","122","1558"
"gossiped","8","1","30","1815"
"gourmets","8","1","35","1421"
"governed","8","15","1712","3212"
"governor","8","83","6135","2412"
"grabbing","8","5","2338","3149"
"graceful","8","10","899","1998"
"Gracie's","8","1","41","2137"
"gracious","8","9","1146","2027"
"gradient","8","14","1046","2608"
"graduate","8","30","18640","2675"
"graffiti","8","1","1874","2525"
"graining","8","1","5","3909"
"grandeur","8","6","866","2272"
"grandson","8","5","719","2458"
"granny's","8","1","47","2038"
"granting","8","8","1719","4321"
"granular","8","3","419","2339"
"granules","8","1","207","2945"
"graphite","8","5","1092","2442"
"grappled","8","1","85","2785"
"grasping","8","2","1140","3445"
"grateful","8","25","10278","2414"
"gratings","8","1","34","4071"
"gratuity","8","NULL","130","2201"
"greatest","8","88","20710","3377"
"Greece's","8","1","700","2044"
"greedily","8","1","178","2153"
"greenery","8","NULL","105","3249"
"greenest","8","2","39","3186"
"greening","8","2","115","3938"
"greenish","8","2","254","2593"
"greeting","8","5","1933","3914"
"grenades","8","6","1347","2396"
"Gretchen","8","1","597","2143"
"gridiron","8","NULL","374","1894"
"grieving","8","3","411","2896"
"grievous","8","1","254","1335"
"grimaced","8","2","188","2409"
"grimness","8","1","21","2279"
"grinders","8","3","122","2957"
"grinding","8","8","1953","3536"
"grinning","8","7","1168","3422"
"gripping","8","6","838","3060"
"generals","8","10","1915","3203"
"generate","8","7","16688","3941"
"generous","8","25","4648","2794"
"geniuses","8","1","634","1954"
"genocide","8","NULL","4696","1478"
"gentiles","8","1","1252","3013"
"geometry","8","9","5788","1164"
"George's","8","3","826","1012"
"Georgian","8","3","496","1213"
"geranium","8","NULL","93","1811"
"Germanic","8","9","845","2168"
"German's","8","1","118","1884"
"germinal","8","1","78","2922"
"Gershwin","8","1","595","2084"
"Gertrude","8","5","413","1695"
"gestured","8","3","245","2921"
"gestures","8","7","971","2729"
"gherkins","8","1","18","2019"
"gigantic","8","10","1445","2092"
"giggling","8","1","1008","2782"
"gimbaled","8","1","6","2039"
"gingerly","8","NULL","398","2759"
"ginghams","8","1","0","1274"
"ginner's","8","1","0","2674"
"Giovanni","8","3","1329","794"
"girlhood","8","NULL","24","676"
"giveaway","8","4","641","944"
"glaciers","8","1","717","2484"
"gladness","8","1","80","2100"
"glancing","8","8","711","3307"
"glanders","8","1","0","2786"
"glaucoma","8","1","388","1067"
"gleaming","8","6","499","2776"
"glimpsed","8","5","141","1725"
"glimpses","8","4","372","1533"
"glinting","8","5","61","3419"
"globally","8","1","1877","1209"
"globular","8","NULL","358","1183"
"globulin","8","4","280","1907"
"gloomily","8","3","16","1252"
"glorious","8","16","2924","1566"
"glorying","8","1","11","2621"
"glossary","8","3","2490","1202"
"glowered","8","3","55","3230"
"gluttons","8","3","21","1174"
"gluttony","8","NULL","82","1086"
"glycerin","8","2","113","3023"
"glycerol","8","2","140","2080"
"gnashing","8","2","153","2513"
"goalpost","8","NULL","33","1010"
"goatherd","8","NULL","27","2335"
"goatskin","8","NULL","19","1688"
"gobblers","8","1","27","2371"
"godchild","8","NULL","23","928"
"frothing","8","2","380","3540"
"frowning","8","12","197","3291"
"frugally","8","1","51","1263"
"fruitful","8","7","767","1127"
"fruition","8","2","305","2153"
"fugitive","8","3","978","1434"
"fulfills","8","2","656","876"
"fullback","8","2","127","1283"
"fullness","8","4","582","2118"
"fumbling","8","4","372","2877"
"fumigate","8","NULL","20","1932"
"function","8","113","57907","2089"
"funerals","8","1","311","2903"
"funereal","8","NULL","30","2884"
"furlough","8","2","44","1179"
"funneled","8","1","146","2359"
"funniest","8","2","1668","2011"
"furlongs","8","1","33","2197"
"furnaces","8","2","350","1754"
"furrowed","8","2","95","2193"
"fuselage","8","1","759","1495"
"futility","8","7","514","2000"
"futurism","8","NULL","130","1576"
"futurist","8","NULL","255","1804"
"gabbling","8","1","3","2810"
"gadgetry","8","1","106","1277"
"gaieties","8","4","8","2175"
"galactic","8","1","3288","2187"
"galaxies","8","7","2227","1744"
"gallants","8","1","1","2418"
"galloped","8","1","23","2498"
"galoshes","8","NULL","19","1957"
"galvanic","8","2","80","1788"
"gamblers","8","5","472","2635"
"gambling","8","17","3044","2984"
"gamebird","8","1","3","1010"
"gamecock","8","1","27","1096"
"gamesman","8","NULL","9","1796"
"gangland","8","1","66","2061"
"ganglion","8","NULL","57","2469"
"gangrene","8","NULL","120","2350"
"gangster","8","2","882","2753"
"gardened","8","1","12","3459"
"gardener","8","4","789","3199"
"gardenia","8","1","66","2772"
"gargoyle","8","NULL","2933","1684"
"garments","8","6","829","2750"
"garrison","8","5","1708","2658"
"gasket's","8","1","0","1569"
"gaslight","8","NULL","265","1274"
"gasoline","8","12","3130","2612"
"gasworks","8","NULL","36","1047"
